,Name,LDate,Span,Perigee,Apogee,Inc,cospar id,mass(kg),length(m),height(m),depth(m),Unused,Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF
2690,Molniya-2,1972-12-12,8.2,473.0,39878.0,65.44,1972-098A,1650.0,1.4,4.4,8.2,True,771.0,73,1,36,213,17,30
2693,Kosmos-538,1972-12-14,6.0,183.0,281.0,65.44,1972-099A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2695,Aeros 1,1972-12-16,0.9,216.0,830.0,96.92,1972-100A,125.87,0.91,0.74,0.91,True,249.0,67,9,99,231,12,2
2697,OPS 9390,1972-12-20,10.0,31012.0,40728.0,9.7,1972-101A,346.88,1.4,1.7,1.7,True,,16,0,28,232,11,2
2700,OPS 3978,1972-12-21,5.7,135.0,390.0,110.43,1972-103A,2973.24,1.52,7.08,7.08,True,,16,0,3,115,15,2
2702,Kosmos-540,1972-12-25,3.0,779.0,808.0,74.09,1972-104A,743.31,1.0,2.0,2.0,True,,33,1,36,185,0,20
2704,Kosmos-541,1972-12-27,6.5,216.0,346.0,81.33,1972-105A,5847.37,2.4,5.89,5.89,True,,58,1,63,215,1,1
2706,Kosmos-542,1972-12-28,13.1,524.0,640.0,81.22,1972-106A,1982.16,1.5,5.0,5.0,True,3937.0,57,1,44,193,1,20
2710,Luna-21,1973-01-08,5.0,,,51.56,1973-001A,3344.0,3.5,1.5,5.0,True,,45,1,54,167,7,98
2713,Kosmos-543,1973-01-11,6.0,174.0,302.0,64.97,1973-002A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2717,Kosmos-544,1973-01-20,5.1,509.0,544.0,74.01,1973-003A,867.2,1.0,2.0,2.0,True,2703.0,81,1,44,156,1,20
2720,Kosmos-545,1973-01-24,1.2,256.0,478.0,70.97,1973-004A,322.1,1.2,1.8,1.8,True,188.0,59,1,44,27,1,11
2722,Kosmos-546,1973-01-26,17.0,575.0,614.0,50.66,1973-005A,800.0,2.1,5.0,17.0,True,,33,1,85,128,1,58
2724,Kosmos-547,1973-02-01,6.5,204.0,306.0,64.95,1973-006A,5649.16,2.4,5.0,5.0,True,,73,1,63,145,1,1
2726,Molniya-1,1973-02-03,8.6,474.0,39875.0,65.03,1973-007A,1650.0,1.4,4.4,8.6,True,1723.0,73,1,36,67,17,30
2729,Kosmos-548,1973-02-08,6.0,204.0,298.0,65.38,1973-008A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2731,Prognoz-3,1973-02-15,10.0,895.0,199442.0,65.0,1973-009A,837.46,1.8,1.8,1.8,True,0.8652777777777778,45,1,54,221,14,112
2736,Kosmos-549,1973-02-28,5.1,510.0,544.0,74.01,1973-010A,867.2,1.0,2.0,2.0,True,2678.0,81,1,44,156,1,20
2738,Kosmos-550,1973-03-01,6.0,184.0,301.0,65.41,1973-011A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2740,Kosmos-551,1973-03-06,6.0,173.0,292.0,65.01,1973-012A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2742,OPS 6063,1973-03-06,15.0,35679.0,35855.0,0.2,1973-013A,346.88,1.4,1.7,1.7,True,,11,0,4,182,18,2
2743,OPS 8410,1973-03-09,15.8,165.0,265.0,95.67,1973-014A,13181.37,3.0,14.99,14.99,True,71.04930555555555,16,0,3,202,12,20
2748,Meteor,1973-03-20,4.5,871.0,890.0,81.25,1973-015A,1280.0,1.4,4.5,4.5,True,,75,1,23,70,0,20
2750,Kosmos-552,1973-03-22,6.5,203.0,308.0,72.87,1973-016A,5847.37,2.4,5.89,5.89,True,,73,1,63,145,1,1
2752,Kapsula Kosmosa-552,1973-03-22,1.8,192.0,283.0,72.85,1973-016C,198.22,1.9,0.9,1.9,True,18.0,58,1,63,170,1,11
2753,Salyut-2,1973-04-03,14.5,256.0,277.0,51.57,1973-017A,18334.99,4.15,13.99,13.99,True,,56,1,90,198,1,12
2755,Molniya-2,1973-04-05,8.2,476.0,39875.0,65.43,1973-018A,1650.0,1.4,4.4,8.2,True,2102.0,73,1,36,213,17,30
2758,Pioneer 11,1973-04-06,8.0,229.0,-22043.0,34.9,1973-019A,256.49,0.35,0.71,2.75,True,0.27361111111111114,44,0,4,218,3,13
2761,Kosmos-553,1973-04-12,1.2,264.0,470.0,70.96,1973-020A,322.1,1.2,1.8,1.8,True,213.0,59,1,44,27,1,11
2763,Kosmos-554,1973-04-19,6.0,169.0,378.0,72.85,1973-021A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2764,Interkosmos-9 Kopernik-500,1973-04-19,15.0,193.0,1343.0,48.32,1973-022A,336.97,1.2,1.8,1.8,True,179.0,66,1,44,91,0,11
2767,Anik A2,1973-04-20,3.5,35780.0,35792.0,0.03,1973-023A,292.37,1.83,1.52,1.83,True,,92,3,21,230,16,2
2770,Kosmos-555,1973-04-25,6.5,212.0,227.0,81.33,1973-024A,5847.37,2.4,5.89,5.89,True,,73,1,63,145,1,1
2773,Kapsula Kosmosa-555,1973-04-25,1.8,192.0,204.0,81.33,1973-024D,198.22,1.9,0.9,1.9,True,14.0,58,1,63,170,1,11
2774,Kosmos-556,1973-05-05,6.0,211.0,260.0,81.32,1973-025A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2776,Kosmos-557,1973-05-11,13.1,208.0,237.0,51.59,1973-026A,18334.99,4.15,13.99,13.99,True,,46,1,90,198,1,12
2779,Skylab Orbital Workshop,1973-05-14,36.1,421.0,444.0,50.04,1973-027A,74115.96,6.6,36.1,36.1,True,2249.692361111111,37,0,100,233,1,116
2785,OPS 2093,1973-05-16,5.7,135.0,392.0,110.51,1973-028A,2973.24,1.52,7.08,7.08,True,,16,0,3,115,15,2
2787,Kosmos-558,1973-05-17,1.2,264.0,477.0,70.98,1973-029A,322.1,1.2,1.8,1.8,True,219.0,59,1,44,27,1,11
2789,Kosmos-559,1973-05-18,6.0,203.0,321.0,65.41,1973-030A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2792,Kosmos-560,1973-05-23,6.0,179.0,307.0,72.84,1973-031A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2794,Skylab SL-2,1973-05-25,3.9,425.0,440.0,50.04,1973-032A,13657.09,3.91,10.35,10.35,True,1.1611111111111112,93,0,101,65,1,3
2796,Kosmos-561,1973-05-25,6.5,204.0,293.0,65.41,1973-033A,5847.37,2.4,5.89,5.89,True,,73,1,63,145,1,1
2798,Meteor,1973-05-29,4.5,850.0,896.0,81.22,1973-034A,1280.0,1.4,4.5,4.5,True,,75,1,23,70,0,20
2800,Kapsula Kosmosa-561,1973-05-25,1.8,205.0,281.0,65.39,1973-033D,198.22,1.9,0.9,1.9,True,26.0,58,1,63,170,1,11
2802,Kosmos-562,1973-06-05,1.2,267.0,464.0,70.99,1973-035A,322.1,1.2,1.8,1.8,True,216.0,59,1,44,27,1,11
2804,Kosmos-563,1973-06-06,6.0,176.0,289.0,65.4,1973-036A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2806,Kosmos-564,1973-06-08,0.8,1395.0,1481.0,74.03,1973-037A,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2807,Kosmos-565,1973-06-08,0.8,1449.0,1490.0,74.02,1973-037B,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2808,Kosmos-566,1973-06-08,0.8,1434.0,1483.0,74.02,1973-037C,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2809,Kosmos-567,1973-06-08,0.8,1413.0,1484.0,74.02,1973-037D,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2810,Kosmos-568,1973-06-08,0.8,1375.0,1482.0,74.0,1973-037E,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2811,Kosmos-569,1973-06-08,0.8,1357.0,1481.0,74.01,1973-037F,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2812,Kosmos-570,1973-06-08,0.8,1338.0,1481.0,74.02,1973-037G,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2813,Kosmos-571,1973-06-08,0.8,1320.0,1479.0,74.02,1973-037H,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2815,Kosmos-572,1973-06-10,6.0,174.0,280.0,51.76,1973-038A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2817,RAE 2,1973-06-10,457.0,182.0,390244.0,29.1,1973-039A,198.86,0.91,0.79,0.91,True,,2,0,102,149,7,2
2820,DSP F4,1973-06-12,7.4,35728.0,35846.0,4.99,1973-040A,812.69,2.5,5.99,5.99,True,,52,0,4,186,22,12
2821,Kosmos-573,1973-06-15,7.2,192.0,308.0,51.57,1973-041A,6511.4,2.2,7.49,7.49,True,2.2527777777777778,46,1,56,222,1,1
2824,Kosmos-574,1973-06-20,17.0,982.0,1013.0,82.94,1973-042A,693.76,1.9,1.3,1.9,True,,94,1,85,128,0,2
2826,Kosmos-575,1973-06-21,6.5,203.0,269.0,65.42,1973-043A,5649.16,2.4,5.0,5.0,True,,73,1,63,145,1,1
2829,Kosmos-576,1973-06-27,6.5,202.0,330.0,72.86,1973-044A,5847.37,2.4,5.89,5.89,True,,58,1,63,215,1,1
2833,Molniya-2,1973-07-11,8.2,391.0,39973.0,65.65,1973-045A,1650.0,1.4,4.4,8.2,True,1851.0,73,1,36,213,17,30
2836,OPS 8261,1973-07-13,15.8,155.0,273.0,96.2,1973-046A,13181.37,3.0,14.99,14.99,True,91.54305555555555,16,0,3,202,12,20
2839,2004-03-01 00:00:00,1973-07-21,5.9,,inf,51.55,1973-047A,3409.32,2.0,4.1,5.9,True,,45,1,54,200,3,117
2842,Kosmos-577,1973-07-25,6.0,174.0,308.0,65.42,1973-048A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2844,2005-03-01 00:00:00,1973-07-25,5.9,,inf,51.55,1973-049A,3409.32,2.0,4.1,5.9,True,,45,1,54,200,3,117
2847,Skylab SL-3,1973-07-28,3.9,425.0,439.0,50.03,1973-050A,13736.37,3.91,10.35,10.35,True,0.8138888888888889,93,0,101,65,1,3
2849,Kosmos-578,1973-08-01,6.5,201.0,285.0,65.4,1973-051A,5649.16,2.4,5.0,5.0,True,,73,1,63,145,1,1
2851,2006-03-01 00:00:00,1973-08-05,5.0,160.0,inf,51.5,1973-052A,3230.92,2.0,4.1,5.0,True,,45,1,54,200,3,117
2855,2007-03-01 00:00:00,1973-08-09,5.0,160.0,inf,51.51,1973-053A,3230.92,2.0,4.1,5.0,True,,45,1,54,200,3,117
2859,DMSP 7529,1973-08-17,2.1,807.0,852.0,98.84,1973-054A,508.42,1.1,1.64,1.64,True,,52,0,8,208,10,0
2860,Kosmos-579,1973-08-21,6.0,168.0,290.0,65.42,1973-055A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2863,Kosmos-580,1973-08-22,1.2,268.0,472.0,71.0,1973-057A,322.1,1.2,1.8,1.8,True,222.0,59,1,44,27,1,11
2865,INTELSAT IV F7,1973-08-23,5.3,35782.0,35791.0,0.63,1973-058A,713.58,2.39,2.82,2.82,True,,38,5,21,194,16,2
2867,Kosmos-581,1973-08-24,6.0,172.0,284.0,51.61,1973-059A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2870,Kosmos-582,1973-08-28,5.1,517.0,541.0,74.03,1973-060A,867.2,1.0,2.0,2.0,True,2565.0,81,1,44,156,1,20
2872,Molniya-1,1973-08-30,8.6,466.0,39884.0,65.44,1973-061A,1650.0,1.4,4.4,8.6,True,2288.0,73,1,36,67,17,30
2875,Kosmos-583,1973-08-30,6.5,203.0,297.0,64.92,1973-062A,5649.16,2.4,5.0,5.0,True,,73,1,63,145,1,1
2880,Kosmos-584,1973-09-06,6.0,204.0,333.0,72.85,1973-063A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2882,OPS 8314/2,1972-10-10,0.8,1420.0,1468.0,95.64,1972-079C,59.46,0.9,0.3,0.9,True,,16,0,3,234,10,14
2884,Kosmos-586,1973-09-14,17.0,966.0,1006.0,82.94,1973-065A,693.76,1.9,1.3,1.9,True,,94,1,85,128,0,58
2887,Kosmos-587,1973-09-21,6.0,204.0,298.0,65.43,1973-066A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2889,Soyuz-12,1973-09-27,7.2,329.0,341.0,51.58,1973-067A,6511.4,2.2,7.49,7.49,True,2.48125,46,1,56,222,1,93
2890,OPS 6275,1973-09-27,5.7,128.0,404.0,110.46,1973-068A,2973.24,1.52,7.08,7.08,True,,16,0,3,115,15,2
2893,Kosmos-588,1973-10-02,0.8,1448.0,1494.0,74.0,1973-069A,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2894,Kosmos-589,1973-10-02,0.8,1416.0,1488.0,73.99,1973-069B,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2895,Kosmos-590,1973-10-02,0.8,1434.0,1488.0,74.0,1973-069C,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2896,Kosmos-591,1973-10-02,0.8,1348.0,1486.0,73.99,1973-069D,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2897,Kosmos-592,1973-10-02,0.8,1332.0,1484.0,74.0,1973-069E,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2898,Kosmos-593,1973-10-02,0.8,1365.0,1486.0,73.99,1973-069F,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2899,Kosmos-594,1973-10-02,0.8,1382.0,1486.0,74.0,1973-069G,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2900,Kosmos-595,1973-10-02,0.8,1399.0,1486.0,74.0,1973-069H,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2903,Kosmos-596,1973-10-03,6.5,204.0,284.0,65.41,1973-070A,5847.37,2.4,5.89,5.89,True,,73,1,63,145,1,1
2905,Kosmos-597,1973-10-06,6.0,206.0,250.0,65.42,1973-071A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2907,Kosmos-598,1973-10-10,6.0,207.0,241.0,72.84,1973-072A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2910,Kosmos-599,1973-10-15,6.5,202.0,276.0,64.95,1973-073A,5649.16,2.4,5.0,5.0,True,,73,1,63,145,1,1
2913,Kosmos-600,1973-10-16,6.0,204.0,337.0,72.84,1973-074A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2915,Kosmos-601,1973-10-16,1.2,197.0,1404.0,81.89,1973-075A,247.77,1.2,1.8,1.8,True,303.0,59,1,44,27,0,11
2917,Molniya-2,1973-10-19,8.2,602.0,39753.0,62.91,1973-076A,1650.0,1.4,4.4,8.2,True,3549.0,73,1,36,213,26,30
2920,Kosmos-602,1973-10-20,6.0,169.0,309.0,72.86,1973-077A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2922,IMP 8,1973-10-26,125.0,215092.0,215092.0,19.7,1973-078A,367.69,1.35,1.58,1.58,True,0.8305555555555556,2,0,22,58,14,2
2927,Kosmos-603,1973-10-27,6.0,203.0,355.0,72.87,1973-079A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2930,Kosmos-604,1973-10-29,13.1,609.0,637.0,81.22,1973-080A,2477.7,1.5,5.0,5.0,True,6656.0,57,1,44,193,0,20
2932,NNS O-20,1973-10-30,30.0,897.0,1144.0,90.19,1973-081A,57.48,0.46,0.25,0.46,True,,47,0,8,40,9,101
2934,Interkosmos-10,1973-10-30,5.0,257.0,1439.0,74.02,1973-082A,545.09,1.2,1.8,1.8,True,1340.0,66,1,44,91,0,103
2936,Kosmos-605,1973-10-31,6.5,212.0,397.0,62.81,1973-083A,5847.37,2.4,5.89,5.89,True,,95,1,63,235,1,1
2938,Kosmos-606,1973-11-02,5.0,659.0,39687.0,62.77,1973-084A,1238.85,1.6,4.2,4.2,True,,59,1,103,227,26,115
2941,Mariner 10,1973-11-03,7.6,189.0,-56493.0,28.9,1973-085A,498.51,1.4,3.7,7.6,True,,8,0,61,73,3,118
2942,NOAA 3,1973-11-06,4.3,1501.0,1512.0,102.07,1973-086A,303.27,1.02,1.02,1.25,True,,69,0,8,174,10,100
2945,Kosmos-607,1973-11-10,6.0,204.0,336.0,72.83,1973-087A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2947,OPS 6630,1973-11-10,15.8,160.0,263.0,96.91,1973-088A,13181.37,3.0,14.99,14.99,True,,16,0,3,202,12,20
2949,URSALA II,1973-11-10,0.8,485.0,503.0,96.32,1973-088C,59.46,0.8,0.3,0.8,True,1872.0,16,0,96,50,12,23
2950,Molniya-1,1973-11-14,8.6,438.0,39923.0,64.97,1973-089A,1650.0,1.4,4.4,8.6,True,2019.0,73,1,36,67,17,30
2953,Skylab SL-4,1973-11-16,3.9,420.0,444.0,50.04,1973-090A,13835.48,3.91,10.35,10.35,True,0.9180555555555555,93,0,101,65,1,3
2955,OPS 6630 P/L 2,1973-11-10,0.8,1417.0,1457.0,96.94,1973-088D,59.46,0.9,0.3,0.9,True,,16,0,3,234,10,14
2958,Kosmos-608,1973-11-20,1.2,265.0,486.0,70.97,1973-091A,322.1,1.2,1.8,1.8,True,232.0,59,1,44,27,1,11
2960,Kosmos-609,1973-11-21,6.0,173.0,338.0,69.94,1973-092A,6243.81,2.4,6.49,6.49,True,,73,1,63,161,1,1
2964,Kosmos-610,1973-11-27,5.1,513.0,545.0,74.04,1973-093A,867.2,1.0,2.0,2.0,True,2484.0,81,1,44,156,1,20
2966,Kosmos-611,1973-11-28,1.2,264.0,466.0,70.97,1973-094A,322.1,1.2,1.8,1.8,True,203.0,59,1,44,27,1,11
2967,Kosmos-612,1973-11-28,6.0,203.0,345.0,72.84,1973-095A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
2970,Kosmos-613,1973-11-30,7.2,251.0,383.0,51.59,1973-096A,6511.4,2.2,7.49,7.49,True,,46,1,56,222,1,113
2971,Molniya-1,1973-11-30,8.6,478.0,39874.0,62.7,1973-097A,1650.0,1.4,4.4,8.6,True,4209.0,73,1,36,67,26,30
2976,Kosmos-614,1973-12-04,3.0,768.0,806.0,74.06,1973-098A,743.31,1.0,2.0,2.0,True,,33,1,36,185,0,20
2979,Kosmos-615,1973-12-13,1.4,267.0,818.0,71.01,1973-099A,297.32,1.2,1.8,1.8,True,734.0,59,1,44,27,1,11
2981,DSCS II F-3,1973-12-13,3.6,35752.0,35821.0,0.31,1973-100A,559.96,2.74,1.83,2.74,True,,87,0,4,211,16,2
2982,DSCS II F-4,1973-12-13,3.6,35623.0,35943.0,0.44,1973-100B,559.96,2.74,1.83,2.74,True,,87,0,4,211,16,2
2985,AE-C,1973-12-16,1.4,152.0,4074.0,68.07,1973-101A,485.63,1.36,1.14,1.36,True,1822.0,2,0,8,236,4,2
2987,Kosmos-616,1973-12-17,6.5,204.0,330.0,72.86,1973-102A,5847.37,2.4,5.89,5.89,True,,58,1,63,215,1,1
2989,Soyuz-13,1973-12-18,10.6,221.0,253.0,51.57,1973-103A,6620.42,2.2,7.49,7.49,True,8.368055555555555,46,1,56,222,1,93
2991,Kosmos-617,1973-12-19,0.8,1335.0,1484.0,74.03,1973-104A,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2992,Kosmos-618,1973-12-19,0.8,1445.0,1487.0,74.03,1973-104B,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2993,Kosmos-619,1973-12-19,0.8,1425.0,1487.0,74.03,1973-104C,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2994,Kosmos-620,1973-12-19,0.8,1458.0,1495.0,74.03,1973-104D,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2995,Kosmos-621,1973-12-19,0.8,1407.0,1485.0,74.03,1973-104E,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2996,Kosmos-622,1973-12-19,0.8,1371.0,1485.0,74.03,1973-104F,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2997,Kosmos-623,1973-12-19,0.8,1388.0,1485.0,74.02,1973-104G,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
2998,Kosmos-624,1973-12-19,0.8,1352.0,1485.0,74.03,1973-104H,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3000,Kosmos-625,1973-12-21,6.0,203.0,341.0,72.84,1973-105A,6243.81,2.4,6.49,6.49,True,,73,1,63,173,1,1
3002,Molniya-2,1973-12-25,8.2,436.0,39931.0,62.88,1973-106A,1650.0,1.4,4.4,8.2,True,3987.0,73,1,36,213,26,30
3005,Aureole 2,1973-12-26,4.6,399.0,1971.0,74.0,1973-107A,396.43,1.5,1.8,1.8,True,,96,1,44,91,0,103
3007,Kosmos-626,1973-12-27,5.8,250.0,263.0,65.01,1973-108A,1250.0,2.0,5.99,5.99,True,,94,1,104,146,1,3
3009,Kosmos-627,1973-12-29,17.0,971.0,1018.0,82.96,1973-109A,693.76,1.9,1.3,1.9,True,,94,1,85,128,0,2
3012,Kosmos-628,1974-01-17,17.0,956.0,1014.0,82.95,1974-001A,693.76,1.9,1.3,1.9,True,,94,1,85,128,0,2
3014,Skynet IIA,1974-01-19,2.1,124.0,2662.0,37.65,1974-002A,232.9,1.9,1.33,1.9,True,,68,2,105,237,0,2
3016,Kosmos-629,1974-01-24,6.5,196.0,287.0,62.81,1974-003A,5847.37,2.4,5.89,5.89,True,,73,1,106,145,1,1
3019,Kosmos-630,1974-01-30,6.0,201.0,344.0,72.84,1974-004A,6243.81,2.4,6.49,6.49,True,,73,1,106,173,1,1
3021,FEU-170 part,1974-01-24,0.0,192.0,273.0,62.81,1974-003D,198.22,1.9,0.9,1.9,True,16.0,73,1,106,238,1,11
3022,Kosmos-631,1974-02-06,5.1,518.0,544.0,74.04,1974-005A,867.2,1.0,2.0,2.0,True,2431.0,81,1,44,156,1,20
3026,Kosmos-632,1974-02-12,6.0,175.0,303.0,65.0,1974-006A,6243.81,2.4,6.49,6.49,True,,73,1,106,161,1,1
3029,OPS 6889,1974-02-13,5.7,129.0,394.0,110.42,1974-007A,2973.24,1.52,7.08,7.08,True,,16,0,3,115,15,2
3030,Tansei-2,1974-02-16,1.5,283.0,3223.0,31.24,1974-008A,55.5,0.8,0.45,0.8,True,3262.0,72,10,89,239,4,14
3032,San Marco 4,1974-02-18,1.0,236.0,898.0,2.9,1974-009A,162.54,0.71,0.71,0.71,True,806.0,35,4,41,75,20,4
3035,Kosmos-633,1974-02-27,1.2,265.0,472.0,70.98,1974-010A,322.1,1.2,1.8,1.8,True,219.0,59,1,44,27,1,11
3038,Meteor,1974-03-05,4.5,829.0,893.0,81.24,1974-011A,1280.0,1.4,4.5,4.5,True,,75,1,23,70,0,20
3040,Kosmos-634,1974-03-05,1.2,266.0,465.0,70.92,1974-012A,322.1,1.2,1.8,1.8,True,218.0,59,1,44,27,1,11
3042,Miranda,1974-03-09,2.5,709.0,917.0,97.81,1974-013A,93.0,0.7,0.8,2.5,True,,86,2,69,240,10,119
3043,Kosmos-635,1974-03-14,6.5,202.0,323.0,72.83,1974-014A,5847.37,2.4,5.89,5.89,True,,73,1,106,145,1,1
3045,DMSP 8531,1974-03-16,2.1,779.0,877.0,98.93,1974-015A,508.42,1.1,1.64,1.64,True,,52,0,8,208,10,0
3046,Kapsula Kosmosa-635,1974-03-14,1.8,198.0,303.0,72.84,1974-014E,198.22,1.9,0.9,1.9,True,24.0,97,1,106,170,1,11
3047,Kosmos-636,1974-03-20,6.0,170.0,304.0,65.02,1974-016A,6243.81,2.4,6.49,6.49,True,,73,1,106,173,1,1
3050,Kosmos-637,1974-03-26,9.5,35402.0,35769.0,0.29,1974-017A,356.79,1.05,1.83,1.83,True,,33,1,36,241,18,2
3053,Kosmos-638,1974-04-03,10.6,188.0,317.0,51.78,1974-018A,6620.42,2.2,7.49,7.49,True,10.211805555555555,98,1,107,242,1,113
3056,Kosmos-639,1974-04-04,6.0,181.0,247.0,81.31,1974-019A,6243.81,2.4,6.49,6.49,True,,73,1,106,173,1,1
3058,OPS 6245,1974-04-10,15.8,151.0,272.0,94.49,1974-020A,13181.37,3.0,14.99,14.99,True,,16,0,3,202,6,20
3060,S73-7,1974-04-10,0.5,786.0,826.0,94.6,1974-020B,57.0,0.2,0.5,0.5,True,,99,0,108,243,9,2
3061,Kosmos-640,1974-04-11,6.5,197.0,222.0,81.33,1974-021A,5649.16,2.4,5.0,5.0,True,,73,1,106,145,1,1
3063,TOPHAT II,1974-04-10,0.8,501.0,528.0,94.0,1974-020C,105.0,0.8,0.3,0.8,True,2144.0,16,0,109,50,6,23
3064,Westar 1,1974-04-13,3.5,35764.0,35808.0,0.02,1974-022A,297.32,1.9,1.65,1.9,True,,100,0,21,230,16,2
3068,Molniya-1,1974-04-20,8.6,625.0,39725.0,62.92,1974-023A,1650.0,1.4,4.4,8.6,True,3498.0,73,1,36,67,26,30
3072,Kosmos-641,1974-04-23,0.8,1388.0,1482.0,74.01,1974-024A,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3073,Kosmos-642,1974-04-23,0.8,1319.0,1481.0,74.01,1974-024B,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3074,Kosmos-643,1974-04-23,0.8,1353.0,1482.0,74.01,1974-024C,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3075,Kosmos-644,1974-04-23,0.8,1335.0,1483.0,74.02,1974-024D,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3076,Kosmos-645,1974-04-23,0.8,1369.0,1483.0,74.02,1974-024E,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3077,Kosmos-646,1974-04-23,0.8,1404.0,1485.0,74.01,1974-024F,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3078,Kosmos-647,1974-04-23,0.8,1422.0,1485.0,74.01,1974-024G,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3079,Kosmos-648,1974-04-23,0.8,1437.0,1490.0,74.01,1974-024H,39.64,0.8,1.0,1.0,True,,73,1,36,181,0,4
3081,Meteor,1974-04-24,4.5,863.0,893.0,81.22,1974-025A,1280.0,1.4,4.5,4.5,True,,75,1,23,70,0,20
3083,Molniya-2,1974-04-26,8.2,421.0,39943.0,62.88,1974-026A,1650.0,1.4,4.4,8.2,True,,73,1,36,213,26,30
3086,Kosmos-649,1974-04-29,6.0,179.0,296.0,62.8,1974-027A,6243.81,2.4,6.49,6.49,True,,73,1,106,173,1,1
3090,Kosmos-651,1974-05-15,5.8,249.0,263.0,64.96,1974-029A,1250.0,2.0,5.99,5.99,True,,94,1,110,146,1,3
3091,Kosmos-652,1974-05-15,6.0,172.0,341.0,51.76,1974-030A,6243.81,2.4,6.49,6.49,True,,73,1,106,173,1,1
3092,Kosmos-653,1974-05-15,6.5,190.0,284.0,62.79,1974-031A,5649.16,2.4,5.0,5.0,True,,73,1,106,145,1,1
3095,Kosmos-654,1974-05-17,5.8,250.0,263.0,64.95,1974-032A,1250.0,2.0,5.99,5.99,True,,94,1,110,146,1,3
3096,SMS 1,1974-05-17,3.5,35705.0,35867.0,2.29,1974-033A,240.83,1.9,2.3,2.3,True,,2,0,59,244,16,2
3097,Interkosmos-11,1974-05-17,2.8,483.0,511.0,50.64,1974-034A,545.09,1.5,1.8,1.8,True,1938.0,66,1,44,132,1,103
3101,Kosmos-655,1974-05-21,5.1,520.0,541.0,74.05,1974-035A,867.2,1.0,2.0,2.0,True,2374.0,81,1,44,156,1,20
3104,Kosmos-656,1974-05-27,7.2,195.0,364.0,51.61,1974-036A,6511.4,2.2,7.49,7.49,True,2.39375,98,1,107,245,1,1
