,name,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2),Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
788,Globalstar-2 M093,Payload,715.0,Trap Cyl + 2 Pan,2.0,4.0,12.0,,32.6734,9.3488,20.9307264705882,France,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1412,1415,0.0001927153594141453,51.98,113.35,700.0,2013-02-06,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
789,Globalstar-2 M094,Payload,715.0,Trap Cyl + 2 Pan,2.0,4.0,12.0,,32.6734,9.3488,20.9307264705882,France,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1413,1414,6.423845313804844e-05,51.99,103.44,700.0,2013-02-06,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
790,Globalstar-2 M097,Payload,715.0,Trap Cyl + 2 Pan,2.0,4.0,12.0,,32.6734,9.3488,20.9307264705882,France,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1413,1414,6.423845313804844e-05,51.98,114.08,700.0,2013-02-06,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
791,Globalstar-2 M095,Payload,715.0,Trap Cyl + 2 Pan,2.0,4.0,12.0,,32.6734,9.3488,20.9307264705882,France,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1413,1414,6.423845313804844e-05,52.01,103.48,700.0,2013-02-06,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
792,Globalstar-2 M078,Payload,715.0,Trap Cyl + 2 Pan,2.0,4.0,12.0,,32.6734,9.3488,20.9307264705882,France,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1370,1391,0.0013547513063673312,52.01,113.96,700.0,2013-02-06,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
793,Glonass-K1 No. 701,Payload,935.0,Box + 2 Pan,1.0,2.0,5.0,,6.200289986860571,1.0,3.58533333333333,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19116,19146,0.0005882122269714914,64.77,675.78,935.0,2011-02-26,10.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2
794,Cosmos-2501 (Glonass-K1 No.12L(702)),Payload,935.0,Box + 2 Pan,1.0,2.0,5.0,,6.200289986860571,1.0,3.58533333333333,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19103,19178,0.001469982948197801,64.83,676.15,935.0,2014-12-01,10.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
795,Glonass-K No. 15L,Payload,974.0,Box + 2 Pan,1.0,2.0,5.0,,6.2003,1.0,3.5853,NR (12/20),Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19103,19146,0.0008433191472670576,64.8,675.5,1415.0,2020-10-25,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
796,Glonass-M (Cosmos-2424),Payload,1450.0,Cyl + 1 Arm + 2 Pan,1.5,4.0,7.8,,13.8151230901437,1.76714586764426,8.14496191420682,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19130,19130,0.0,64.8,675.75,1480.0,2006-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K
797,Glonass-M (Cosmos-2425),Payload,1450.0,Cyl + 1 Arm + 2 Pan,1.5,4.0,7.8,,13.8151230901437,1.76714586764426,8.14496191420682,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19130,19130,0.0,64.8,675.75,1480.0,2006-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K
798,Cosmos-2432,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19094,19171,0.001509655916086658,64.9,675.83,1480.0,2007-10-26,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K
799,Cosmos-2431,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19124,19133,0.00017648096946879232,64.9,675.67,1480.0,2007-10-26,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton K
800,Cosmos-2434,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19142,19378,0.0046039797112758475,64.66,680.91,1480.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
801,Cosmos-2434,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19142,19378,0.0046039797112758475,64.66,680.91,1480.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
802,Cosmos-2436,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19147,19365,0.0042534925466323256,64.67,680.75,1480.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
803,Cosmos-2436,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19147,19365,0.0042534925466323256,64.67,680.75,1480.0,2007-12-25,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
804,Cosmos-2456,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19132,19419,0.005595523581135092,64.81,681.53,1415.0,2009-12-14,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
805,Cosmos-2459,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19119,19146,0.0005293598666797373,64.76,675.85,1415.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
806,Cosmos-2460,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19131,19133,3.921261077562544e-05,64.77,675.81,1415.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
807,Cosmos-2457,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,18864,19130,0.005243032286040919,64.78,670.47,1415.0,2009-12-14,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
808,Cosmos-2461,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19128,19135,0.00013724682861792443,64.77,675.81,1415.0,2010-03-01,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
809,Cosmos-2466,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,18909,19123,0.0042149216103364055,64.82,671.2,1415.0,2010-09-02,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
810,Glonass-M No. 42,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19126,19158,0.0006271558482282847,64.82,676.2,1415.0,2011-10-02,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2
811,Glonass-M No. 43,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19142,19204,0.0012136397447441568,64.8,677.46,1415.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
812,Glonass-M No. 44,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19150,19199,0.0009591105717473428,64.8,677.5,1415.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
813,Glonass-M No. 45,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19139,19212,0.001428823080385978,64.78,677.54,1415.0,2011-11-04,7.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
814,Glonass-M No. 47,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19087,19173,0.0016862745098039215,64.77,675.73,1415.0,2013-04-26,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2
815,Cosmos-2514,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19106,19154,0.0009411764705882351,64.8,675.75,1415.0,2016-02-07,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
816,Cosmos-2522,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19103,19156,0.0010392360634522246,64.8,675.75,1415.0,2017-09-22,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
817,Cosmos-2516 (Uragan-M 45),Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19094,19153,0.0011571577068664562,64.8,675.49,1415.0,2016-05-29,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
818,Cosmos-2516 (Uragan-M 45),Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19094,19153,0.0011571577068664562,64.8,675.49,1415.0,2016-05-29,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
819,Cosmos-2500 (Glonass-M No. 55),Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19114,19146,0.0006274509803921569,64.77,675.73,1415.0,2014-06-14,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
820,Cosmos-2527,Payload,1450.0,Cyl + 2 Pan + 1 Ant,1.5,4.0,7.8,,14.5003420332561,1.76714586764426,8.46662858087349,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19121,19154,0.0006468685680682153,64.8,676.03,1415.0,2018-06-18,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
821,Cosmos-2529,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.500342033255999,1.76714586764426,8.466628580873481,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19123,19163,0.0007839140830165014,64.8,767.2,1415.0,2018-11-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
822,Cosmos-2544,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.5003,1.7671,8.4666,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19003,19149,0.002868820246797139,64.8,673.1,1415.0,2019-12-11,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1a
823,Cosmos-2545,Payload,1450.0,Cyl + 1 Ant + 2 Pan,1.5,4.0,7.8,,14.5003,1.7671,8.4666,Russia,Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0.0,19131,19155,0.0004703484498099009,64.8,676.2,1415.0,2020-02-16,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
824,GNOMES 1,Payload,30.0,Box + 2 Pan,0.3,0.3,0.6,,0.2281,0.09,0.1616,NR (12/20),USA,PlanetiQ,Commercial,Earth Science,,LEO,Sun-Synchronous,0.0,599,609,0.0007169486664754804,97.9,96.7,30.0,2020-08-30,,Blue Canyon Technologies,USA,Cape Canaveral,Falcon 9
825,GOES N,Payload,3209.0,Box + 1 Pan + 1 Ant,2.9,8.4,10.0,,39.6656879237921,8.41,30.0330666666667,USA,USA,US Air Force,Military,Earth Observation,Earth Science/Meterology,GEO,,75.0,35768,35801,0.0003914172864107035,0.28,1436.0,3200.0,2006-05-24,7.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
826,GOES 14,Payload,3209.0,Box + 1 Pan + 1 Ant,2.3,3.6,8.2,,22.467207879848598,5.29,14.281466666666699,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,-104.41,35170,35170,0.0,0.0,1436.0,3200.0,2009-06-27,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
827,GOES 15,Payload,3215.0,Box + 1 Pan + 1 Ant,2.9,8.4,8.4,,78.520906770108,24.36,59.64,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,-135.0,35786,35788,2.372085300187395e-05,0.42,1436.14,3175.0,2010-03-04,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
828,GOES 16,Payload,5192.0,Box + 1 Pan + 1 Rod,3.9,6.1,12.0,,55.33063851136321,15.21,37.561066666666704,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,0.0,35790,35795,5.929439667951378e-05,0.0,1436.1,5192.0,2016-11-19,20.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 5
829,GOES 17,Payload,5192.0,Box + 1 Pan + 1 Ant,3.9,6.1,12.0,,57.7063956538338,15.21,38.5377333333333,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,-137.0,35778,35795,0.00020162964192947707,0.0,1436.09,5211.0,2018-03-01,15.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 5
830,Göktürk-1,Payload,1060.0,Box + 2 Pan,1.6,4.2,10.0,,20.59463475471761,2.56,11.620533333333302,NR,Turkey,Turkish Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,683,683,0.0,98.1,98.42,1060.0,2016-12-05,7.0,Thales Alenia Space,France/Italy,Guiana Space Center,Vega
831,Gokturk-2,Payload,450.0,Hex Cyl + 3 Pan,1.0,2.0,5.0,,6.9032604604484415,0.649519052838329,3.45275952641916,NR,Turkey,Turkish Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,669,690,0.0014894673381090858,98.16,98.35,409.0,2012-12-18,5.0,TÜBİTAK Space Technologies Research Institute/Turkish Aerospace Industries,Turkey,Jiuquan Satellite Launch Center,Long March 2D
832,GOMX-4A (Ulloriaq),Payload,6.0,Box,0.2,0.3,0.3,,0.12369316876853001,0.06,0.105,Denmark,Denmark,GomSpace ApS,Military,Earth Observation,,LEO,Sun-Synchronous,0.0,483,506,0.0016752858911792555,97.3,94.5,8.0,2018-02-02,,GomSpace,Denmark,Jiuquan Satellite Launch Center,Long March 2D
833,GomX-4B,Payload,6.0,Box,0.2,0.3,0.3,,0.12369316876853001,0.06,0.105,Denmark,Denmark,GomSpace ApS,Government,Technology Development,,LEO,Sun-Synchronous,0.0,486,508,0.001601863987185088,97.3,94.5,8.0,2018-02-02,,GomSpace,Denmark,Jiuquan Satellite Launch Center,Long March 2D
834,Gonets-M No. 21,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1497,1508,0.0006986344871387743,82.4,116.0,280.0,2015-03-31,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
835,Gonets-M No. 22,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1494,1506,0.0007623888182973316,82.4,116.0,280.0,2015-03-31,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
836,Gonets-M No. 23,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1171,1504,0.02160233538760948,82.4,116.0,280.0,2015-03-31,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
837,Gonets-M No. 14,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1482,1507,0.001589420815054994,82.49,115.86,270.0,2013-09-11,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
838,Gonets-M No. 16,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1493,1508,0.0009529254812273679,82.49,116.0,270.0,2013-09-11,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
839,Gonets-M No. 17,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1494,1509,0.0009528044210125137,92.49,116.02,270.0,2013-09-11,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
840,Gonets-M No. 18,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1479,1510,0.0019708818106681926,82.52,115.87,280.0,2014-07-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
841,Gonets-M No. 19,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1480,1512,0.002034070683956268,82.51,115.89,280.0,2014-07-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
842,Gonets-M No. 20,Payload,280.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1478,1509,0.0019711324473834805,82.51,115.84,280.0,2014-07-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
843,Gonets-M No. 24,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1498,1505,0.00044464206313917296,82.51,116.01,280.0,2019-12-26,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
844,Gonets-M No. 25,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1499,1507,0.0005080655404547187,82.51,116.01,280.0,2019-12-26,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
845,Gonets-M No. 26,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1500,1507,0.000444529116657141,82.5,116.01,280.0,2019-12-26,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
846,Gonets-M No. 27,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1486,1506,0.0012712941774726673,82.5,116.01,280.0,2020-09-28,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
847,Gonets-M No. 28,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1486,1505,0.0012078062424512107,82.5,116.01,280.0,2020-09-28,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
848,Gonets-M No. 29,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,Russia,Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1484,1504,0.001271617497456765,82.5,116.01,280.0,2020-09-28,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
849,Gonets-M No. 30,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,NR (12/20),Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1487,1506,0.0012076527045064515,82.5,115.9,280.0,2020-12-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
850,Gonets-M No. 31,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,NR (12/20),Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1486,1506,0.0012712941774726673,82.5,115.9,280.0,2020-12-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
851,Gonets-M No. 32,Payload,225.0,Cyl + 1 Ant,0.8,1.6,7.0,,2.1324,1.5721,1.7982713235294097,NR (12/20),Russia,Gonets Satcom,Commercial,Communications,,LEO,Polar,0.0,1484,1506,0.0013986013986013984,82.5,115.9,280.0,2020-12-03,7.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
852,Ibuki 2,Payload,1750.0,Box + 2 Pan,2.0,5.3,16.5,,38.7156290716746,4.0,20.3923333333333,Japan,Japan,"JAXA, Ministry of Environment, National Institute of Environmental Studies",Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,585,599,0.0010054582016661882,97.85,96.5,1800.0,2018-10-29,5.0,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A
853,GovSat-1,Payload,4000.0,Box + 2 Pan,2.1,3.0,22.0,,43.373841458754995,4.41,19.7265333333333,Luxembourg,Luxembourg,LuxGovSat,Government/Military,Communications,,GEO,,21.5,35766,35807,0.00048628325406520936,0.0,1436.1,4230.0,2018-01-31,15.0,Orbital ATK,USA,Cape Canaveral,Falcon 9
854,GPM Core,Payload,3850.0,Box + 2 Pan,5.0,6.5,13.0,,84.32132384051592,25.0,55.72,NR,USA/Japan,National Aeronautics and Space Administration (NASA)/JAXA,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.0,392,409,0.0012554464219776973,65.02,92.57,3850.0,2014-02-27,,NASA/Goddard Space Flight Center,USA,Tanegashima Space Center,H2A
